Codigo Departamento,Codigo Municipio,Municipio,Total ,Cabeceras,Centros poblados y rural disperso
19,19290,FLORENCIA,36.3,23.7,40.1
19,19300,GUACHENÉ,20.2,18.2,21.2
19,19318,GUAPI,68.9,60.5,79.9
19,19355,INZÁ,59.0,19.8,60.9
19,19364,JAMBALÓ,46.5,14.3,49.8
19,19392,LA SIERRA,53.6,41.5,55.9
19,19397,LA VEGA,56.7,31.1,58.1
19,19418,LÓPEZ DE MICAY,81.2,53.1,84.9
19,19450,MERCADERES,46.6,37.7,52.1
19,19455,MIRANDA,21.6,17.0,29.0
19,19473,MORALES,48.7,23.3,50.8
19,19513,PADILLA,22.0,19.4,24.5
19,19517,PÁEZ,56.3,23.5,59.0
19,19532,PATÍA,44.1,25.9,56.8
19,19533,PIAMONTE,44.0,40.3,45.3
19,19548,PIENDAMÓ - TUNÍA,30.7,22.9,35.3
19,19573,PUERTO TEJADA,16.6,16.7,15.8
19,19585,PURACÉ,39.5,24.6,41.3
19,19622,ROSAS,43.2,25.3,45.4
19,19693,SAN SEBASTIÁN,46.4,21.3,48.0
19,19698,SANTANDER DE QUILICHAO,23.8,15.7,31.7
19,19701,SANTA ROSA,66.1,37.9,69.8
19,19743,SILVIA,43.8,13.8,48.2
19,19760,SOTARÁ PAISPAMBA,32.3,19.7,32.8
19,19780,SUÁREZ,44.1,28.4,50.6
19,19785,SUCRE,75.5,52.8,80.4
19,19807,TIMBÍO,35.7,24.0,44.0
19,19809,TIMBIQUÍ,72.4,60.3,77.2
19,19821,TORIBÍO,45.1,16.7,47.0
19,19824,TOTORÓ,55.1,26.7,57.0
19,19845,VILLA RICA,22.7,23.7,20.2
20,20001,VALLEDUPAR,30.5,26.2,61.6
20,20011,AGUACHICA,37.0,33.5,62.4
20,20013,AGUSTÍN CODAZZI,44.5,42.3,54.3
20,20032,ASTREA,52.8,44.2,61.6
20,20045,BECERRIL,48.6,39.1,80.1
20,20060,BOSCONIA,43.8,42.6,64.8
20,20175,CHIMICHAGUA,52.5,43.6,59.0
20,20178,CHIRIGUANÁ,41.3,36.9,48.2
20,20228,CURUMANÍ,45.8,42.8,53.2
20,20238,EL COPEY,48.2,44.7,60.4
20,20250,EL PASO,40.7,37.9,41.4
20,20295,GAMARRA,48.6,46.5,52.5
20,20310,GONZÁLEZ,56.6,27.7,69.3
20,20383,LA GLORIA,44.4,32.3,50.8
20,20400,LA JAGUA DE IBIRICO,32.6,27.9,47.9
20,20443,MANAURE BALCÓN DEL CESAR,41.2,38.6,58.6
20,20517,PAILITAS,46.1,41.4,62.1
20,20550,PELAYA,51.0,48.3,57.2
20,20570,PUEBLO BELLO,74.9,43.1,93.2
20,20614,RÍO DE ORO,48.3,29.1,64.6
20,20621,LA PAZ,41.7,35.2,58.5
20,20710,SAN ALBERTO,31.9,28.0,47.8
20,20750,SAN DIEGO,40.7,27.8,57.0
20,20770,SAN MARTÍN,41.7,37.2,47.4
20,20787,TAMALAMEQUE,47.5,42.5,51.2
23,23001,MONTERÍA,27.1,21.3,53.3
23,23068,AYAPEL,62.4,55.0,75.1
23,23079,BUENAVISTA,58.0,41.7,68.9
23,23090,CANALETE,68.2,50.6,74.3
23,23162,CERETÉ,34.4,30.2,40.3
23,23168,CHIMÁ,57.8,40.0,63.2
23,23182,CHINÚ,45.3,32.7,56.5
23,23189,CIÉNAGA DE ORO,52.3,36.1,63.1
23,23300,COTORRA,39.7,42.9,38.0
23,23350,LA APARTADA,52.6,54.1,46.0
23,23417,LORICA,41.1,29.7,52.7
23,23419,LOS CÓRDOBAS,60.5,45.9,64.6
23,23464,MOMIL,42.1,38.2,49.9
23,23466,MONTELÍBANO,41.1,33.7,67.0
23,23500,MOÑITOS,65.4,52.0,69.4
23,23555,PLANETA RICA,43.0,31.1,67.1
23,23570,PUEBLO NUEVO,52.9,31.1,63.6
23,23574,PUERTO ESCONDIDO,67.9,49.1,72.4
23,23580,PUERTO LIBERTADOR,58.9,41.3,67.5
23,23586,PURÍSIMA DE LA CONCEPCIÓN,53.1,40.4,65.1
23,23660,SAHAGÚN,40.4,27.9,55.9
23,23670,SAN ANDRÉS SOTAVENTO,76.3,41.7,86.3
23,23672,SAN ANTERO,46.0,39.3,53.3
23,23675,SAN BERNARDO DEL VIENTO,57.0,46.9,61.2
23,23678,SAN CARLOS,58.0,41.2,61.7
23,23682,SAN JOSÉ DE URÉ,61.3,54.1,67.5
23,23686,SAN PELAYO,45.8,28.9,50.3
23,23807,TIERRALTA,63.8,53.3,73.7
23,23815,TUCHÍN,78.0,49.2,84.0
23,23855,VALENCIA,53.1,39.8,65.0
25,25001,AGUA DE DIOS,17.9,14.9,29.7
25,25019,ALBÁN,25.8,18.3,28.8
25,25035,ANAPOIMA,22.6,10.9,31.7
25,25040,ANOLAIMA,22.7,13.6,27.3
25,25053,ARBELÁEZ,20.0,15.0,23.5
25,25086,BELTRÁN,38.3,23.4,42.2
25,25095,BITUIMA,29.3,12.5,32.9
25,25099,BOJACÁ,16.8,14.6,25.4
25,25120,CABRERA,39.5,17.2,47.3
25,25123,CACHIPAY,20.6,16.0,23.5
25,25126,CAJICÁ,6.8,6.2,8.1
25,25148,CAPARRAPÍ,41.2,27.4,46.1
25,25151,CÁQUEZA,21.7,9.4,30.9
25,25154,CARMEN DE CARUPA,31.2,17.9,36.5
25,25168,CHAGUANÍ,58.7,27.3,69.4
25,25175,CHÍA,6.7,6.3,8.6
25,25178,CHIPAQUE,31.1,11.3,39.7
25,25181,CHOACHÍ,22.5,9.3,30.6
25,25183,CHOCONTÁ,27.5,16.2,39.9
25,25200,COGUA,12.6,9.3,14.4
25,25214,COTA,9.0,8.8,9.2
25,25224,CUCUNUBÁ,25.0,15.9,26.8
25,25245,EL COLEGIO,18.3,15.2,20.9
25,25258,EL PEÑÓN,49.5,11.3,55.2
25,25260,EL ROSAL,12.8,11.9,18.3
25,25269,FACATATIVÁ,10.5,9.7,19.3
25,25279,FÓMEQUE,27.4,10.7,39.0
25,25281,FOSCA,45.2,16.5,52.9
25,25286,FUNZA,7.8,7.6,17.4
25,25288,FÚQUENE,23.6,18.6,23.8
25,25290,FUSAGASUGÁ,12.2,11.0,18.9
25,25293,GACHALÁ,51.5,13.9,71.4
25,25295,GACHANCIPÁ,11.1,9.3,15.0
25,25297,GACHETÁ,43.2,8.4,65.5
25,25299,GAMA,42.9,6.8,52.7
25,25307,GIRARDOT,13.4,12.4,31.0
25,25312,GRANADA,19.9,18.3,20.5
25,25317,GUACHETÁ,25.7,21.2,29.8
25,25320,GUADUAS,27.2,17.0,37.5
25,25322,GUASCA,15.5,10.6,18.9
25,25324,GUATAQUÍ,32.9,30.7,36.0
25,25326,GUATAVITA,33.1,12.8,44.6
25,25328,GUAYABAL DE SÍQUIMA,29.4,13.0,35.8
25,25335,GUAYABETAL,29.6,17.2,34.8
25,25339,GUTIÉRREZ,37.6,11.2,47.4
25,25368,JERUSALÉN,34.9,27.8,39.5
25,25372,JUNÍN,57.8,13.5,64.4
25,25377,LA CALERA,9.8,6.4,12.8
25,25386,LA MESA,18.3,10.6,28.0
25,25394,LA PALMA,39.4,17.6,58.9
25,25398,LA PEÑA,50.3,20.3,56.2
25,25402,LA VEGA,22.1,12.6,28.9
25,25407,LENGUAZAQUE,29.1,14.2,35.3
25,25426,MACHETÁ,38.2,13.6,46.7
25,25430,MADRID,10.4,9.8,16.7
25,25436,MANTA,35.5,15.7,41.8
25,25438,MEDINA,38.5,25.5,52.9
25,25473,MOSQUERA,9.6,9.4,23.8
25,25483,NARIÑO,27.8,22.2,43.6
25,25486,NEMOCÓN,14.2,10.2,18.4
25,25488,NILO,22.1,15.2,26.5
25,25489,NIMAIMA,30.2,10.9,35.0
25,25491,NOCAIMA,26.2,9.9,34.5
25,25506,VENECIA,38.1,22.2,44.1
25,25513,PACHO,27.7,17.0,39.6
25,25518,PAIME,55.0,21.6,59.8
25,25524,PANDI,36.7,16.4,42.4
25,25530,PARATEBUENO,37.4,30.6,42.4
25,25535,PASCA,30.6,24.6,33.3
25,25572,PUERTO SALGAR,31.0,26.8,43.3
25,25580,PULÍ,46.0,19.9,52.5
25,25592,QUEBRADANEGRA,32.1,24.1,32.9
25,25594,QUETAME,37.7,13.1,45.9
25,25596,QUIPILE,44.1,19.5,47.0
25,25599,APULO,28.4,14.3,40.8
25,25612,RICAURTE,17.5,14.3,21.4
25,25645,SAN ANTONIO DEL TEQUENDAMA,21.8,16.8,22.3
25,25649,SAN BERNARDO,34.8,19.0,46.7
25,25653,SAN CAYETANO,36.9,8.2,41.1
25,25658,SAN FRANCISCO,20.2,13.4,25.2
25,25662,SAN JUAN DE RIOSECO,35.6,14.5,46.8
25,25718,SASAIMA,22.9,18.0,24.6
25,25736,SESQUILÉ,17.7,8.8,21.6
25,25740,SIBATÉ,13.5,10.8,21.3
25,25743,SILVANIA,23.5,14.5,28.0
25,25745,SIMIJACA,22.4,20.2,25.9
25,25754,SOACHA,14.1,13.9,35.0
25,25758,SOPÓ,8.0,7.9,8.1
25,25769,SUBACHOQUE,12.6,7.7,17.1
25,25772,SUESCA,14.0,12.3,15.5
25,25777,SUPATÁ,28.2,19.6,32.8
25,25779,SUSA,27.1,16.1,33.1
25,25781,SUTATAUSA,21.3,16.7,23.8
25,25785,TABIO,9.6,6.5,10.9
25,25793,TAUSA,24.3,15.2,26.4
25,25797,TENA,18.5,15.3,18.7
25,25799,TENJO,10.4,9.0,11.5
25,25805,TIBACUY,27.4,13.8,29.5
25,25807,TIBIRITA,52.3,15.5,61.3
25,25815,TOCAIMA,24.4,19.2,33.4
25,25817,TOCANCIPÁ,10.1,9.9,10.3
25,25823,TOPAIPÍ,47.1,23.4,52.2
25,25839,UBALÁ,47.0,17.7,51.9
25,25841,UBAQUE,34.1,8.6,38.9
25,25843,VILLA DE SAN DIEGO DE UBATÉ,14.2,12.4,19.6
25,25845,UNE,29.6,23.1,36.8
25,25851,ÚTICA,35.5,21.8,54.3
25,25862,VERGARA,50.0,19.3,56.8
25,25867,VIANÍ,31.6,16.0,41.0
25,25871,VILLAGÓMEZ,38.2,19.0,48.3
25,25873,VILLAPINZÓN,31.4,17.2,40.9
25,25875,VILLETA,18.7,13.6,29.8
25,25878,VIOTÁ,36.3,27.1,41.1
25,25885,YACOPÍ,55.5,28.6,63.9
25,25898,ZIPACÓN,20.5,14.7,22.8
25,25899,ZIPAQUIRÁ,10.3,7.9,20.8
27,27001,QUIBDÓ,44.4,40.6,78.2
27,27006,ACANDÍ,51.4,47.6,55.9
27,27025,ALTO BAUDÓ,90.6,77.7,92.4
27,27050,ATRATO,61.5,54.0,68.0
27,27073,BAGADÓ,81.0,49.2,91.1
27,27075,BAHÍA SOLANO,46.6,44.7,49.7
27,27077,BAJO BAUDÓ,80.4,55.1,87.0
27,27099,BOJAYÁ,77.1,48.7,79.9
27,27135,EL CANTÓN DEL SAN PABLO,60.2,53.4,65.9
27,27150,CARMEN DEL DARIÉN,77.8,64.2,79.9
27,27160,CÉRTEGUI,55.9,43.8,76.4
27,27205,CONDOTO,53.2,49.8,65.3
27,27245,EL CARMEN DE ATRATO,54.0,18.5,70.5
27,27250,EL LITORAL DEL SAN JUAN,83.1,65.1,85.6
27,27361,ISTMINA,55.1,47.5,79.1
27,27372,JURADÓ,71.8,56.7,82.0
27,27413,LLORÓ,74.4,59.0,83.4
27,27425,MEDIO ATRATO,76.6,61.7,78.0
27,27430,MEDIO BAUDÓ,80.2,82.1,79.9
27,27450,MEDIO SAN JUAN,69.7,43.6,79.9
27,27491,NÓVITA,60.1,45.6,70.1
27,27495,NUQUÍ,72.9,55.7,80.1
27,27580,RÍO IRÓ,75.1,72.3,76.6
27,27600,RÍO QUITO,66.8,42.6,76.0
27,27615,RIOSUCIO,70.9,63.9,73.4
27,27660,SAN JOSÉ DEL PALMAR,59.1,38.6,67.3
27,27745,SIPÍ,69.7,52.4,74.5
27,27787,TADÓ,59.9,48.5,76.2
27,27800,UNGUÍA,63.4,53.3,68.7
27,27810,UNIÓN PANAMERICANA,57.4,56.7,58.0
41,41001,NEIVA,17.6,16.6,32.5
41,41006,ACEVEDO,51.0,30.6,55.6
41,41013,AGRADO,50.0,41.5,66.0
41,41016,AIPE,35.4,29.5,48.2
41,41020,ALGECIRAS,45.2,35.3,55.1
41,41026,ALTAMIRA,30.4,22.8,43.0
41,41078,BARAYA,49.4,37.2,63.8
41,41132,CAMPOALEGRE,31.1,27.2,44.6
41,41206,COLOMBIA,61.7,34.2,73.5
41,41244,ELÍAS,32.3,21.3,38.5
41,41298,GARZÓN,32.0,22.8,43.4
41,41306,GIGANTE,36.9,25.4,45.0
41,41319,GUADALUPE,43.2,26.4,51.2
41,41349,HOBO,38.8,31.0,67.1
41,41357,ÍQUIRA,49.6,38.2,54.2
41,41359,ISNOS,43.1,27.3,48.3
41,41378,LA ARGENTINA,44.0,30.9,52.1
41,41396,LA PLATA,42.5,24.2,57.2
41,41483,NÁTAGA,46.9,33.8,55.5
41,41503,OPORAPA,58.5,30.1,66.1
41,41518,PAICOL,39.1,19.0,53.2
41,41524,PALERMO,32.6,29.6,35.3
41,41530,PALESTINA,51.0,27.1,55.7
41,41548,PITAL,43.9,24.8,54.1
41,41551,PITALITO,33.7,23.6,48.7
41,41615,RIVERA,27.4,22.4,33.3
41,41660,SALADOBLANCO,57.8,33.2,63.2
41,41668,SAN AGUSTÍN,36.3,23.6,42.7
41,41676,SANTA MARÍA,51.5,27.5,59.3
41,41770,SUAZA,41.6,21.2,47.7
41,41791,TARQUI,47.1,27.1,56.4
41,41797,TESALIA,36.1,25.9,48.0
41,41799,TELLO,44.5,40.8,48.2
41,41801,TERUEL,39.9,22.7,59.7
41,41807,TIMANÁ,40.8,23.2,50.3
41,41872,VILLAVIEJA,37.9,32.9,40.5
41,41885,YAGUARÁ,23.8,21.2,37.6
44,44001,RIOHACHA,45.1,31.3,75.0
44,44035,ALBANIA,49.8,27.4,79.0
44,44078,BARRANCAS,46.7,38.4,56.8
44,44090,DIBULLA,65.5,45.9,68.4
44,44098,DISTRACCIÓN,40.2,30.8,48.6
44,44110,EL MOLINO,37.0,33.3,69.6
44,44279,FONSECA,36.0,33.6,50.2
44,44378,HATONUEVO,43.3,32.6,61.8
44,44420,LA JAGUA DEL PILAR,43.0,32.3,63.6
44,44430,MAICAO,60.0,41.4,88.9
44,44560,MANAURE,86.7,56.7,90.4
44,44650,SAN JUAN DEL CESAR,36.6,28.9,51.0
44,44847,URIBIA,92.2,59.7,93.7
44,44855,URUMITA,32.0,28.6,66.0
44,44874,VILLANUEVA,31.0,29.3,69.4
47,47001,SANTA MARTA,24.4,22.9,41.4
47,47030,ALGARROBO,57.3,58.0,56.0
47,47053,ARACATACA,50.0,40.1,65.0
47,47058,ARIGUANÍ,56.4,54.5,60.2
47,47161,CERRO SAN ANTONIO,62.4,60.6,64.6
47,47170,CHIVOLO,53.3,45.3,69.3
47,47189,CIÉNAGA,44.6,41.7,66.7
47,47205,CONCORDIA,67.9,63.6,71.0
47,47245,EL BANCO,54.7,46.3,69.6
47,47258,EL PIÑÓN,50.4,43.6,54.1
47,47268,EL RETÉN,63.6,61.5,71.9
47,47288,FUNDACIÓN,43.9,37.0,84.9
47,47318,GUAMAL,60.3,35.4,72.3
47,47460,NUEVA GRANADA,66.4,68.5,64.7
47,47541,PEDRAZA,56.2,40.1,63.8
47,47545,PIJIÑO DEL CARMEN,60.8,55.7,66.0
47,47551,PIVIJAY,52.4,40.8,69.2
47,47555,PLATO,52.7,45.6,76.3
47,47570,PUEBLOVIEJO,58.0,55.0,59.5
47,47605,REMOLINO,50.6,46.7,57.9
47,47660,SABANAS DE SAN ÁNGEL,69.4,52.3,77.4
47,47675,SALAMINA,44.3,37.6,58.1
47,47692,SAN SEBASTIÁN DE BUENAVISTA,63.8,48.3,70.7
47,47703,SAN ZENÓN,56.4,47.9,57.7
47,47707,SANTA ANA,47.3,36.2,62.2
47,47720,SANTA BÁRBARA DE PINTO,57.8,53.4,65.3
47,47745,SITIONUEVO,70.7,71.0,70.4
47,47798,TENERIFE,56.3,47.1,65.9
47,47960,ZAPAYÁN,70.4,70.2,70.4
47,47980,ZONA BANANERA,48.6,48.3,48.6
50,50001,VILLAVICENCIO,15.9,15.2,26.7
50,50006,ACACÍAS,19.2,16.7,29.8
50,50110,BARRANCA DE UPÍA,36.5,36.3,37.0
50,50124,CABUYARO,32.2,28.8,36.1
50,50150,CASTILLA LA NUEVA,23.1,17.7,27.5
50,50223,CUBARRAL,21.8,19.5,27.7
50,50226,CUMARAL,22.7,19.4,29.6
50,50245,EL CALVARIO,29.7,25.6,31.6
50,50251,EL CASTILLO,42.2,36.8,45.7
50,50270,EL DORADO,28.9,26.6,30.2
50,50287,FUENTEDEORO,32.0,24.0,43.0
50,50313,GRANADA,29.6,29.1,32.3
50,50318,GUAMAL,22.6,19.3,29.9
50,50325,MAPIRIPÁN,64.2,41.7,79.4
50,50330,MESETAS,45.1,29.5,56.5
50,50350,LA MACARENA,67.9,43.1,73.2
50,50370,URIBE,60.4,38.5,65.9
50,50400,LEJANÍAS,39.9,29.5,47.6
50,50450,PUERTO CONCORDIA,53.0,34.1,66.2
50,50568,PUERTO GAITÁN,51.8,33.0,71.6
50,50573,PUERTO LÓPEZ,32.7,26.8,43.7
50,50577,PUERTO LLERAS,43.5,41.4,45.2
50,50590,PUERTO RICO,47.1,38.6,57.8
50,50606,RESTREPO,15.3,12.5,21.7
50,50680,SAN CARLOS DE GUAROA,31.9,28.6,35.6
50,50683,SAN JUAN DE ARAMA,37.9,28.6,47.2
50,50686,SAN JUANITO,43.2,30.3,60.0
50,50689,SAN MARTÍN,25.5,20.2,43.3
50,50711,VISTAHERMOSA,48.5,41.1,54.3
52,52001,PASTO,16.3,12.4,30.1
52,52019,ALBÁN,44.2,22.9,52.6
52,52022,ALDANA,29.1,18.3,32.2
52,52036,ANCUYA,22.2,11.9,26.0
52,52051,ARBOLEDA,54.3,32.4,58.2
52,52079,BARBACOAS,76.1,61.3,83.3
52,52083,BELÉN,34.1,22.6,47.4
52,52110,BUESACO,39.2,22.8,46.0
52,52203,COLÓN,42.4,14.5,46.3
52,52207,CONSACÁ,34.9,22.2,37.9
52,52210,CONTADERO,44.0,21.1,49.6
52,52215,CÓRDOBA,41.8,21.6,47.0
52,52224,CUASPUD CARLOSAMA,51.4,34.7,58.5
52,52227,CUMBAL,28.6,15.3,31.9
52,52233,CUMBITARA,39.4,32.4,42.2
52,52240,CHACHAGÜÍ,32.2,24.2,36.4
52,52250,EL CHARCO,75.9,57.0,85.2
52,52254,EL PEÑOL,43.0,18.6,48.7
52,52256,EL ROSARIO,52.1,42.9,54.9
52,52258,EL TABLÓN DE GÓMEZ,50.4,24.6,53.6
52,52260,EL TAMBO,31.9,20.8,38.8
52,52287,FUNES,41.1,30.8,49.6
52,52317,GUACHUCAL,30.4,16.6,33.0
52,52320,GUAITARILLA,33.6,22.5,40.3
52,52323,GUALMATÁN,30.9,20.5,39.7
52,52352,ILES,43.6,31.5,48.3
52,52354,IMUÉS,40.2,25.5,42.5
52,52356,IPIALES,23.4,14.7,41.0
52,52378,LA CRUZ,27.8,18.2,35.7
52,52381,LA FLORIDA,59.0,39.5,63.9
52,52385,LA LLANADA,33.6,28.5,39.3
52,52390,LA TOLA,73.9,67.4,80.2
52,52399,LA UNIÓN,48.6,24.8,64.4
